A,Y,C
-0.393644992,0.037288006,0
-0.576010372,-0.467547054,0
0.26357314,-0.899503075,0
0.140218002,0.208086064,0
-1.61015045,0.560733394,0
-1.520409406,-0.854673196,0
-0.922740532,0.688967126,0
-0.984418707,-0.266010136,0
0.885505932,-0.385740411,0
-1.89053473,-2.132570233,0
0.575141889,-2.625415086,0
-1.651500278,-0.96595603,0
0.827302378,-1.168984682,0
-0.782968007,-1.079267626,0
-1.086178518,-1.270413027,0
-0.841917377,-0.452358717,0
-0.254747541,-0.733897838,0
-1.682760156,-0.991026068,0
0.593341601,-1.437723359,0
-0.531886508,-0.145013136,0
-0.659251133,-1.729998286,0
-0.782165577,0.381403757,0
0.130436213,-0.76937342,0
-2.099363562,0.192746587,0
-0.819195946,0.489655353,0
-0.315566183,-1.094404062,0
-0.329917223,0.050952825,0
-0.496579682,-0.790717239,0
-0.853630756,0.411694472,0
-0.143962026,-0.603640356,0
-0.299162005,-0.305727669,0
-1.010728133,0.297217127,0
-1.352557117,1.195993381,0
-1.784761179,1.205727621,0
-1.278285751,-0.456098249,0
-0.437129524,-1.054596454,0
1.140721197,-1.066877028,0
-2.545865409,-1.971861257,0
-0.415963169,-0.236405107,0
-1.013017826,0.019384296,0
0.582471782,-1.536234976,0
-1.127912473,0.114302776,0
0.064110661,-1.881639248,0
-0.927174305,-0.729445152,0
-0.693890747,-0.343013778,0
0.732849634,-1.543395959,0
-0.22126539,0.348983635,0
0.951695378,-1.790991203,0
0.886413802,-0.876368768,0
-1.497394504,-0.007388429,0
-1.841834387,0.870626264,0
-0.420172407,0.309603729,0
-0.76373547,0.746242612,0
-0.551480684,0.084915423,0
0.653300536,-1.725057403,0
0.232444631,-0.575836192,0
0.029260569,-0.466387743,0
-0.951311793,-1.239048266,0
0.547473034,-1.084028122,0
-0.545564175,-0.598853603,0
-2.05889827,0.363333693,0
0.517639513,-1.538208718,0
-1.309045696,-0.336483761,0
-0.144287572,-0.049819446,0
-0.044334419,-0.44750063,0
-0.099863412,-0.330523128,0
-0.480665228,-0.307859328,0
-1.088432723,-0.022860456,0
1.077749423,-2.065525732,0
-0.815066279,-0.893820444,0
-1.11516706,-0.951998633,0
0.036793133,-0.238865923,0
-1.016631517,-1.437048427,0
-0.398143012,-0.501548214,0
-0.889779467,0.720345885,0
-1.445483204,-1.241948562,0
-1.553235099,2.89272741,0
-2.452663957,0.094058089,0
0.013390006,-0.367582095,0
-1.633540306,0.499580387,0
-0.702557305,0.196606095,0
-1.917195861,-0.962265408,0
-0.937846282,-0.73801335,0
-1.410261412,0.246720756,0
-1.35454867,0.146872671,0
-0.954959699,-0.290969665,0
-0.896393784,-0.625043629,0
-0.090329846,-1.084278301,0
-1.593191067,0.40440959,0
0.616748685,-0.626442866,0
-0.115378848,0.629093413,0
0.803527708,-1.667436481,0
-0.015618609,-1.667318028,0
-1.703335916,1.245180361,0
-0.756468466,-1.019317529,0
-0.934470135,1.054965966,0
-0.182974433,0.198025079,0
-0.636886607,0.267802366,0
-1.297060418,0.393787617,0
-0.966474211,-1.104500343,0
-0.84142393,1.834458138,0
0.293087344,-0.391840434,0
-1.186028733,-0.052269564,0
-1.421189109,-1.708647855,0
-0.603991306,-0.041414173,0
-2.045160857,-0.6962714,0
0.274383025,-0.544872183,0
-1.182738646,-0.277960016,0
-1.738003585,0.151614075,0
-1.083196393,-1.485092496,0
-0.45900844,-1.277385122,0
-0.013110145,-0.945904828,0
-0.953048979,-0.278303144,0
1.8472731,-1.404279477,0
-0.572751789,-0.933149446,0
-0.611210384,-0.751557603,0
-2.84173912,1.459616831,0
-0.7687294,-1.082163089,0
0.22900345,-1.075067332,0
-0.476851422,0.538943202,0
0.694336744,-0.374684413,0
-0.649237114,0.009328734,0
0.153607575,-2.10381879,0
-1.292919997,0.751152214,0
-2.95159742,-1.069074271,0
-1.054092263,0.956731817,0
1.721671152,-0.982527364,0
-1.510104651,-1.308886812,0
-0.842115304,0.281899201,0
-1.584670406,-0.859398781,0
-0.982170116,-0.184955396,0
-1.800957113,-0.111488595,0
-0.40095868,-1.970290537,0
-1.182454702,-1.423727532,0
-1.407544476,-0.953710453,0
-1.516305742,-0.33003177,0
0.037682278,-1.343734386,0
-1.441927874,-0.149223186,0
-0.965446273,-0.264136065,0
-0.763713776,-0.047873212,0
-1.281008236,0.443406875,0
-1.046098861,-0.348390661,0
-0.090806149,-3.627147673,0
0.63535383,-0.174928095,0
-0.156441076,-0.968160575,0
-0.485706832,-0.681157995,0
-0.303548705,-0.945509811,0
-0.578798,-0.860442819,0
-0.532683199,-0.253978417,0
-2.080135932,0.25301031,0
-1.035882557,-0.342066586,0
-0.552143629,0.511987273,0
0.215373178,0.466733685,0
-1.147529635,-0.692315265,0
0.796718355,-1.193767498,0
-2.300190149,0.502733054,0
-1.790243729,-0.798298646,0
0.437125215,-1.124704198,0
-0.141041178,-0.615113199,0
-0.465088453,-0.107876887,0
-0.699358229,-0.339358474,0
0.132198764,-1.630934258,0
-1.015477494,-0.972245456,0
-0.544011278,-1.593915452,0
0.025468734,-0.251206988,0
-0.683162449,-1.876489787,0
-2.836217907,-0.653483875,0
-0.650195859,-2.003814143,0
-1.41986,0.111552486,0
-0.32805325,0.395981188,0
-0.996496733,0.012396224,0
0.0536556,0.267452922,0
0.038533195,-1.118743048,0
-0.281489874,-0.062472171,0
0.853999896,-0.615313326,0
0.286695691,0.719842747,0
-0.948192187,1.047377812,0
-1.488128051,-0.188194514,0
-1.063355648,-1.549510967,0
-0.382413585,-0.959380895,0
-0.408806162,-1.266431799,0
-1.752244464,0.325049794,0
-1.187654307,0.67203274,0
-1.693099361,0.186593585,0
-0.502774181,-0.376629348,0
-0.940661967,-0.212132244,0
-0.583065137,0.120745601,0
-0.965247349,0.35491036,0
0.159396741,-0.129610179,0
-0.724147054,0.429088607,0
-0.525197056,-2.321405344,0
-1.568795615,0.294846363,0
-0.847874729,-1.065615572,0
0.895284567,-1.676214876,0
-0.198323042,0.598898337,0
-1.362178754,0.353625564,0
0.053133421,-1.32812517,0
-0.793316268,-1.102125869,0
0.928213001,-0.493979289,0
-0.685217747,-0.35767109,0
-1.27082104,-1.291958466,0
0.965927118,-1.034856399,0
-0.26883995,0.037531638,0
-0.552239159,-0.894724983,0
0.381659791,-0.590267102,0
-0.233086974,-1.241939852,0
-1.972197058,-3.358392746,0
-1.019107952,0.051195038,0
-2.389688645,0.924812701,0
0.095145485,-1.015687259,0
-1.145479753,0.51383414,0
-1.519930795,-0.348370186,0
-0.480908948,-0.912086688,0
-0.872099564,-1.061118914,0
0.251926081,-1.396438014,0
-0.910252953,0.310346113,0
-1.793253175,1.498766337,0
-0.261662781,-0.332841526,0
-0.753696593,-1.22924208,0
1.198883281,-2.720364254,0
-0.458124162,-0.56078649,0
0.757104183,-1.138720522,0
-1.608936,-0.619683027,0
1.168330719,-0.9647854,0
-0.6659211,0.603400817,0
-0.719840771,-0.042725661,0
-0.046947439,-3.6474875,0
-0.895715345,-0.65880342,0
0.170440511,-0.760010159,0
-0.535798808,-2.155659465,0
0.240583685,-1.171736849,0
-0.561881962,-1.177965276,0
-2.116376906,0.152409533,0
0.002964408,-0.872921972,0
-1.280186322,-0.228638655,0
-0.249401296,-0.729130155,0
-0.659522578,-1.475587858,0
-1.458740071,-0.60517267,0
-0.015808379,0.00813801,0
0.57006272,-0.557622092,0
-0.375676269,-0.113961932,0
-2.021271523,-1.221574722,0
-1.979040281,-0.211931526,0
0.042538301,-1.752257875,0
-0.934695467,-0.356697935,0
-1.032852466,-0.569617154,0
-0.213464364,0.02775443,0
-1.080768944,0.380832193,0
-0.714361035,-0.585496847,0
0.917044409,-1.801971811,0
-1.125734869,1.069544717,0
-0.322542033,0.802426495,0
-1.277615171,0.101007995,0
-2.528206542,-0.886698448,0
0.673052805,-1.618969075,0
0.044871301,0.567522755,0
-0.444804958,-0.22666978,0
1.054395911,-1.369590226,0
0.660071953,-1.007967306,0
-1.294256355,-1.828320983,0
0.313625108,-1.099610371,0
-0.851840134,-0.651276364,0
-2.250965359,-0.244058736,0
-0.361338886,-2.317434768,0
0.391855057,-0.109214321,0
-0.304482368,-0.986276875,0
0.132416323,-2.018457617,0
-0.924786975,0.804564292,0
-0.730459341,0.692249659,0
1.53551096,-1.166780801,0
0.483368832,-0.49845953,0
-1.567720271,0.595764202,0
1.216044012,-1.045330284,0
-0.90143764,-1.531059138,0
-0.19125796,-0.747643095,0
1.248319368,-1.16245942,0
-0.038091561,-1.750071183,0
0.347057161,-1.555093828,0
-0.019355589,-0.327073569,0
-0.132449308,-1.034850277,0
-0.192590156,-1.021211884,0
-1.779889614,-0.273513272,0
0.507637721,-0.884786179,0
-0.786682239,-0.441501586,0
0.846497966,-0.700894744,0
-0.7118035,-0.360105325,0
-0.190480248,-0.766228949,0
-1.336059091,0.10556969,0
-0.889728409,0.595927478,0
-2.344481734,-0.117072349,0
0.064650764,-0.987917015,0
-0.550698615,0.433540263,0
-0.318063951,-0.697051872,0
-0.804884381,0.388042684,0
0.513578627,-0.887343045,0
-1.096775608,0.47026088,0
-0.011980315,-0.823793295,0
0.492899356,-0.590412761,0
0.535084502,-1.167248903,0
1.19227075,-0.614126793,0
-0.692659061,-0.886754606,0
-2.069574141,-0.148501175,0
-1.668908789,-0.062620391,0
-1.904730597,-0.914163589,0
-0.332512676,-0.224591535,0
0.237401817,-1.223452332,0
-1.096040848,-1.102445933,0
-1.41881583,-0.931495555,0
-1.935590533,0.746385031,0
-0.14215317,-1.04691491,0
0.417896311,0.359120463,0
0.338800577,-1.070225871,0
-0.718385881,-0.424408456,0
0.289062039,-1.315465143,0
-1.664932046,-0.340689622,0
0.189178157,-0.09276803,0
-1.511498453,0.170767246,0
0.378999304,0.668764711,0
0.256027396,-0.331815319,0
-1.141939998,-1.367897221,0
-1.417383323,-1.156200868,0
-0.247815083,-1.012361246,0
-0.412061854,-0.701550773,0
-0.608686246,-0.573651463,0
-1.09831634,-1.291101907,0
0.012645288,-0.445156732,0
-0.348183206,-2.351240645,0
-0.022162834,0.241061224,0
-1.55265157,-0.953454701,0
0.607740489,-1.173105764,0
-0.198785251,0.485057019,0
-1.782301472,0.657254379,0
-1.151334311,-0.056043994,0
-1.35782612,-1.407572873,0
-0.973047539,0.255976862,0
0.482351071,-1.189038566,0
-0.979633132,0.922347316,0
-0.74368652,-1.434199046,0
-0.50042203,0.326348843,0
-0.288650552,-1.254799458,0
-0.589432315,-0.918266935,0
-0.887855215,-0.016502662,0
0.488520598,-1.189091865,0
-0.128433543,-0.488668999,0
-1.895309498,-0.082371255,0
-0.632178595,-1.782825382,0
-0.722685316,-0.035287805,0
-0.364337774,-0.939375958,0
-1.39536372,0.742166718,0
1.059696971,-1.217248964,0
-0.865550091,-1.06491606,0
0.723994578,-1.945116778,0
0.250175351,-0.549088947,0
-1.681059376,-0.428530393,0
-1.314779876,0.331133879,0
0.173598534,0.074529377,0
-0.530645747,-0.172157827,0
-0.777202184,-0.610488976,0
-0.117467177,-0.501762311,0
0.760597154,-2.132940024,0
-1.068139517,0.405277442,0
0.37860027,-2.353390112,0
-1.554873727,-0.874472599,0
-1.1988821,-0.132334659,0
-0.249098648,-1.043932994,0
-1.157678433,0.355530442,0
-2.895698679,-1.413600272,0
-2.294249581,0.068089404,0
-0.945446624,-0.306532195,0
-1.110408643,-1.437310609,0
0.082659679,-0.611339871,0
-1.053875689,-0.312891776,0
0.046495859,-0.760196173,0
-0.316989136,-0.302421758,0
-1.744694258,0.721326672,0
0.067018263,-2.146301219,0
-1.674478925,-0.038687316,0
0.991801225,-2.792906072,0
-0.033511912,-1.140362181,0
0.198082367,0.733458155,0
-0.511238852,-1.029409857,0
-0.036620573,-1.401708784,0
-1.255672677,0.264147356,0
0.138822388,-0.199671021,0
-0.349694885,-1.699412298,0
0.300263086,-1.819651787,0
-0.783996315,-0.72365894,0
1.235286149,-0.973628074,0
0.374763851,-1.588755222,0
-0.833385185,0.37477118,0
-0.930283581,-0.923979738,0
-0.624263837,-0.199222481,0
-0.888050819,-0.479889038,0
-1.342874257,-0.303520244,0
-0.514794243,-1.875847067,0
-1.014655671,-0.230521613,0
0.627195056,-1.745615885,0
0.136565219,-1.204578233,0
-0.503631634,-0.31249505,0
-1.38464536,-0.232657514,0
-1.651253959,0.885493137,0
-1.619402445,0.820048171,0
0.142061547,-1.224221883,0
-1.268182796,-0.903301816,0
-1.055640651,0.025249781,0
-0.528858576,-0.215676895,0
-2.391318372,-0.06508618,0
-1.259082487,-0.309210766,0
-1.910058161,0.545943009,0
0.208067444,-0.412323059,0
-0.341707928,-0.420299084,0
0.4976797,-0.763438443,0
-0.570434656,0.50664516,0
-0.429782529,0.241958753,0
-1.050417679,-0.602117824,0
-1.911145221,0.34140734,0
-0.664962605,0.382597041,0
-0.377838474,-0.307268485,0
0.64229823,-0.679950262,0
0.801699374,-0.707395702,0
-0.160689271,-1.93720778,0
-0.838448396,-0.295753635,0
-0.913497702,-0.716907421,0
-2.131634162,-0.466390545,0
-1.077090252,-0.178116473,0
-0.810411548,-0.019646981,0
-0.040504856,-0.882828524,0
-0.66488955,-0.213846446,0
-0.245513234,-0.81922952,0
-1.811677427,1.939373239,0
-0.745141626,-1.202400181,0
-0.902946124,-0.978502495,0
-1.401145448,-0.432986514,0
-1.601706406,0.023137642,0
1.089272544,-1.560865901,0
-0.677415647,0.272012609,0
-1.122517648,0.266352439,0
0.4294152,-0.280365801,0
0.488782916,-1.382827376,0
-1.816784885,-0.184552967,0
-0.495166538,0.477707109,0
-0.123734437,-0.451733303,0
-1.332984289,-0.135816901,0
2.098677565,-2.000094764,0
-0.48677908,-0.40324638,0
-0.065143433,-0.810234905,0
-1.503583425,1.156093658,0
-0.137704713,-0.335210247,0
-2.078356234,0.814397194,0
0.200894007,-2.347126632,0
-0.839306216,0.136685725,0
-0.542137281,-0.116228148,0
-1.209761092,-1.024125255,0
-1.605353905,0.60675133,0
-1.183745992,-0.411597853,0
-0.215342646,-0.661248742,0
-1.848005543,-1.083450868,0
-1.183641917,-0.338728929,0
-1.141860557,0.386044181,0
0.947901582,-0.912029637,0
-0.890460316,-2.133854044,0
-0.177853729,-0.930349963,0
-0.837620028,0.201015329,0
0.341057596,-1.720236109,0
-0.092063893,-0.478582346,0
0.020642673,-1.255911592,0
-0.090157341,-2.183759272,0
-0.311039259,0.521995162,0
0.371832723,-0.946994726,0
-1.640162644,-0.805210395,0
-0.496424181,-0.073551861,0
0.95962553,-2.307668532,0
-1.069791199,-0.096803812,0
-0.658621417,-0.542435893,0
-0.317699529,-1.259853392,0
0.710842433,-0.688513589,0
-0.221572353,-0.149403333,0
-0.670653109,0.53757978,0
-1.371824286,0.377582725,0
-0.362153058,-0.610829486,0
-1.862794038,0.017394187,0
-1.664602713,-0.480021944,0
-1.262476472,0.183362632,0
-0.072984421,-1.345170326,0
-1.949805297,-0.632668554,0
-1.088228599,-0.550143848,0
-1.550473914,-1.570380528,0
-1.170028249,0.630190399,0
0.049357047,-2.052493497,0
-0.577092185,-0.225991859,0
-0.825796406,-1.195722825,0
-2.148437694,0.179999964,0
0.744939715,-1.189732657,0
-0.827253911,-0.100569416,0
-1.025691269,0.358398344,0
-1.143221309,1.016384026,0
-0.364031042,-0.148676407,0
-0.277436756,-1.340075666,0
-1.135112043,-0.26431293,0
0.227214835,-0.788374129,0
-0.222250759,-2.216777023,0
-1.555413136,-1.078518217,0
-1.099008193,-0.032879197,0
0.02917709,-0.390518821,0
-0.358851469,-0.934060963,0
0.016336584,-1.378440839,0
-1.085020044,-0.761177675,0
-1.942768399,-2.318366969,0
0.444752391,-1.223608579,0
-0.218629462,-0.431390014,0
0.050796662,0.051496172,0
-0.388462801,-0.154174247,0
0.825807623,-1.273768221,0
-1.308381874,0.264128224,0
-0.370237462,-0.64317568,0
-0.075985942,-1.4782276,0
-2.136542581,0.075722865,0
-1.270985171,-0.610838961,0
-0.370919765,-0.920477804,0
-1.194552018,-2.077113305,0
-0.753440714,-0.668698075,0
0.356926598,-0.478615344,0
-0.812341849,-1.692237526,0
-0.09814775,-0.549907445,0
-1.383310495,-2.083836743,0
0.208812723,0.588930742,0
-0.133290757,-0.560882659,0
-0.703570913,0.906280877,0
-0.450041618,-0.430714766,0
0.016079871,-0.268962602,0
-1.262058337,-0.556960996,0
1.239742231,-0.775228406,0
-2.400348258,-0.79205308,0
-2.151690144,1.405232669,0
0.350452961,-1.849929788,0
-0.664000834,-1.51875474,0
-0.31323257,-0.910713289,0
-1.802218857,-1.867337662,0
-0.417654292,0.171623384,0
-1.35935057,-0.218880083,0
-1.042273874,0.907658655,0
0.375602521,-1.100320025,0
-1.094160423,0.541859462,0
-1.429753955,0.439099704,0
-1.152775221,-3.171295035,0
-1.384622645,-1.282404402,0
0.44075236,-1.009588181,0
1.082344747,-1.160420401,0
-0.135445202,-1.075064573,0
-0.98615043,-1.116551211,0
0.531974504,-0.657430276,0
-0.086727126,-0.769689793,0
-0.835461418,-1.166125334,0
0.0600122,-1.358594589,0
0.705947296,-1.064814802,0
-1.285596967,-0.704658347,0
-0.273520149,0.534307732,0
-0.117110098,0.000772419,0
0.351885703,0.262578358,0
-1.327438362,0.439971949,0
-0.463688075,0.313987611,0
-0.339002946,0.46487866,0
-0.306310706,-0.487542722,0
-0.627863665,-1.414231456,0
0.28402013,-2.979062474,0
-1.246312608,0.629604384,0
0.505099995,-0.913039444,0
0.218516225,-0.76973097,0
0.351088998,-0.229777992,0
0.055848075,0.212822428,0
-1.581928221,-0.40791425,0
0.845123672,-1.542676414,0
-0.268475,-0.349381099,0
-0.47466184,-0.002768468,0
-1.025219695,0.348260424,0
-1.564058656,-1.279179683,0
-0.310692256,0.025873553,0
0.481129901,-1.368911808,0
-0.224734058,-0.713306921,0
-0.598328164,0.869616883,0
-1.519986726,-0.215518182,0
-0.470783729,-0.481384681,0
-0.364653939,-1.267844555,0
-0.070441987,-0.580415734,0
-0.765681735,-1.056352299,0
-1.958859559,1.081790066,0
-1.914039999,-0.008535214,0
-0.258751074,1.023480607,0
-0.135307438,-1.283067657,0
-1.134386603,-1.054145955,0
-1.451617994,0.157672493,0
-0.518421834,-1.918559086,0
-0.651611039,-0.184651081,0
-0.206604283,-2.196429489,0
0.62103414,0.070115431,0
0.755782811,-1.251444288,0
-1.005672731,-0.17620723,0
-0.406705959,-0.188465966,0
-0.401740286,0.041050553,0
-1.647380543,1.676145083,0
0.00839459,-1.461911282,0
-0.89971703,0.266237286,0
-0.441605909,-1.613713012,0
0.551783058,-1.306991517,0
-0.259474535,-0.487580788,0
-1.269582827,0.223132644,0
-0.759629816,-0.22094023,0
-2.225740396,-0.175466231,0
-0.078678206,-1.101286331,0
-0.348339531,-1.171394914,0
-0.781813648,0.736927165,0
0.359862291,-2.027324849,0
-1.126813293,-0.624982192,0
0.18178604,-0.057178358,0
-0.806346454,0.108557012,0
-0.109898476,-0.461636579,0
-1.492682995,1.174734247,0
-0.573924733,0.679313215,0
-1.786123434,-0.517398756,0
-0.810453214,-0.206372887,0
-1.30051239,-1.536570288,0
-1.383111191,-0.784847695,0
0.45058065,-0.158411411,0
-0.545132522,-1.027489601,0
-1.058351716,-0.77530528,0
-0.223762516,-0.118103891,0
-0.302747022,-0.440661226,0
-1.993631779,0.188458144,0
-0.051031172,0.213812324,0
-1.855489898,0.389150061,0
-0.951923037,-0.325569346,0
-0.97327468,-0.883860213,0
-0.606235256,0.096776948,0
0.621294195,-0.507073843,0
-0.999167664,-0.529222517,0
-1.646224119,-1.5710828,0
-1.129535105,0.951052347,0
-0.358054968,-0.666139875,0
-0.377229895,-0.307861948,0
0.956147724,-1.85316331,0
-1.529342205,-1.735968196,0
-1.601961211,1.039667586,0
-0.295568257,-0.938699941,0
-0.05672644,-1.141291112,0
-0.734453318,-0.861327205,0
0.281408775,-0.84490213,0
0.872267342,-1.03570574,0
-0.582882857,-0.321352364,0
-2.120293647,-0.090595411,0
0.915849044,-1.90154853,0
-0.291913562,-0.639811843,0
-1.262893461,0.241476356,0
-0.283166524,0.297330492,0
0.146250235,0.042929973,0
-1.222956889,-1.352558527,0
-0.243047101,-1.58731809,0
-0.952096364,-0.676568749,0
-1.323305755,-1.678805198,0
-0.882376495,-0.133569208,0
-1.376098203,0.806179995,0
-0.308755303,-2.354457609,0
0.28398672,-0.899642179,0
-0.917121665,-0.417160082,0
-0.267468558,-0.429131021,0
-0.242603202,-1.502730642,0
-0.913109402,-0.048263537,0
0.02610513,0.080984384,0
-0.715337333,0.714888136,0
-1.036156437,-0.085836044,0
1.186558413,-0.978075092,0
-1.318641369,-0.405244195,0
-1.327123578,0.393341545,0
-2.009093838,0.803686547,0
-1.875715216,-0.253682722,0
-1.143302264,0.112420164,0
-1.670841627,0.246259123,0
-0.103222061,-2.197569799,0
-1.351654836,-1.001017949,0
-3.055981096,1.284364758,0
0.942943822,-1.593766008,0
-0.288932733,-0.616268146,0
-0.24070636,-0.213918235,0
-1.229406314,-1.265302642,0
-0.319889324,-0.283498482,0
-0.312412742,0.041946753,0
-1.76490446,1.532758923,0
-0.402984401,-0.944585943,0
-0.7468708,-1.091325553,0
1.273161031,-1.847271958,0
-1.889309809,-0.296395005,0
1.377923165,-0.498621439,0
-1.254799844,-2.248589384,0
-1.008621605,0.316636184,0
-0.748073099,-1.670716404,0
-0.942962989,-0.430759265,0
-0.084371633,-1.924836264,0
-1.404362447,-0.99184233,0
-0.553299924,-0.216040243,0
-0.601048517,-1.329414298,0
-1.512251793,-0.708253765,0
-0.46707708,-0.673370082,0
-0.262451388,-0.924091879,0
-0.219289275,0.816300573,0
0.295598173,-1.15917826,0
-0.074284579,-1.078701047,0
-0.712528091,-0.723269026,0
0.028979966,-0.536526039,0
-0.265285154,-1.280057889,0
-1.317349395,0.395580225,0
-1.297941922,-0.504383205,0
0.33676099,-0.470931377,0
-2.692174753,-0.340480237,0
-0.023267082,0.111154476,0
0.999575677,-1.332156139,0
0.278495029,-0.08013689,0
-1.288569586,0.7212855,0
0.470852295,-1.13023653,0
-0.441692914,-0.938586175,0
-0.056763818,-0.146014614,0
-1.006021515,0.594701834,0
0.693577849,-0.810643929,0
0.097787016,-1.23901236,0
-0.701970284,-0.366019162,0
2.324329214,-2.000856762,0
-0.722283849,-0.824310018,0
-0.272966841,-1.318607049,0
-0.27740582,-0.741092415,0
-0.955586763,-0.651364099,0
-0.627518581,-0.36594135,0
-0.241256716,0.370778986,0
-0.65992545,-1.457050561,0
0.147162454,-0.795292995,0
-0.729818303,-0.124125515,0
1.307171206,-1.78824937,0
-0.313478496,0.093520961,0
0.239180364,-2.460561842,0
0.423397811,-0.937374525,0
-0.059796356,-0.05368668,0
-0.849144407,-0.801671234,0
-0.942638802,-1.827197633,0
-0.740955205,-0.024632753,0
1.131131423,-2.944494475,0
-0.969494482,0.960228468,0
0.572251935,-0.329282217,0
-1.581803373,0.282798535,0
-0.111867186,-1.203109322,0
1.034382106,0.264338202,0
0.258371849,-0.656436789,0
-1.079030781,-0.538762118,0
0.287685216,-1.39557279,0
-0.594721295,-1.981575412,0
-1.510811075,0.507844292,0
-1.883145757,-1.646656893,0
-0.534353164,0.972162748,0
0.905006115,-0.324706789,0
-2.406316156,0.028441776,0
-0.116780891,0.357197026,0
-1.516680149,1.419126069,0
-0.030622128,-0.333187896,0
-0.099600599,0.617167929,0
0.344220875,-0.515544173,0
-0.07509419,0.78554587,0
-0.214274129,0.902201373,0
-1.449515159,-0.114955714,0
0.920784119,-2.024414075,0
0.717007457,-1.065300085,0
0.497636039,-2.721289938,0
0.400131606,-0.73391495,0
0.338413289,-1.202858073,0
-1.258923808,-0.551866564,0
-0.79050709,1.085637786,0
-2.994632929,1.876450178,0
-0.016637025,-0.23396522,0
-0.853921076,-0.426810077,0
-0.496384469,-2.470545399,0
0.215091606,-0.678097974,0
-0.107707783,-0.734760552,0
-0.037106368,-2.162434624,0
-0.379754824,-0.269340538,0
-1.79401418,-1.846089326,0
-2.475704921,-0.311270478,0
-0.137755734,-1.310122146,0
-0.493980706,-0.809900352,0
-0.691394201,-1.101112769,0
-0.950299166,-0.444298203,0
-0.74807652,0.248542929,0
-0.941671938,0.455278715,0
-2.05964712,-2.392667748,0
-1.935891057,1.306996873,0
-2.137870633,-0.294532641,0
-1.363634023,-0.437184053,0
-1.691538464,-0.480019052,0
0.855062891,-0.873390673,0
-0.222056175,0.042200059,0
0.330360998,-0.054656025,0
-1.86089447,-0.236781018,0
-0.587461455,-2.482160837,0
0.233120229,0.115501078,0
-0.837845521,-1.234159819,0
-2.292016756,-0.752354016,0
-1.378052011,-0.672345734,0
0.768641404,-1.623979839,0
-0.562412149,-0.12590977,0
-0.513182862,-0.827935369,0
-1.151215279,0.752619882,0
-1.514596919,1.079664076,0
0.530278608,-1.472457788,0
-0.877441643,-1.296808002,0
-0.612166404,0.38378646,0
-0.458606978,-0.021436332,0
-0.093794897,-0.769490606,0
-2.689488643,-0.313481782,0
-1.506743184,-0.385550549,0
0.486016794,-1.253018339,0
-0.726396861,-0.668831582,0
-1.575008255,-1.823286269,0
-0.582852016,-1.051629472,0
-2.613552814,1.269513979,0
-1.261019776,-0.622491383,0
-0.009188157,-0.487843648,0
-1.290874582,0.602685544,0
-0.075930165,0.363639453,0
0.18407545,-0.470927612,0
0.55919366,-1.523603325,0
-0.287742373,-0.261688316,0
-1.705232533,-0.244706516,0
-0.63868693,0.179166961,0
-1.611552195,-1.525294812,0
-0.644239963,-0.44859973,0
-0.140728544,-0.278872531,0
-0.077305285,-1.683264815,0
-0.161642823,-0.647605866,0
-0.182729694,-1.328848234,0
-0.855843475,-0.155814864,0
-0.527302481,-1.500615162,0
0.125774616,-0.394440388,0
-1.114581438,0.63172387,0
-2.236165249,1.001993231,0
0.287592668,-0.258526068,0
0.581607033,-1.144204144,0
-2.172868264,0.948453027,0
0.059717184,-0.441405178,0
0.026757858,-0.287452335,0
0.564603819,-2.52389824,0
-0.815849095,0.290410529,0
-0.286237836,-1.232155745,0
-1.579710344,1.387210666,0
-0.051134902,-1.398329126,0
-1.542134515,-1.5943143,0
-0.454393682,-0.390110456,0
-1.95058074,0.664149344,0
0.283031877,-1.147468658,0
-0.960254072,-1.363972438,0
-0.620807023,-2.270055156,0
1.220747174,-1.101266173,0
0.345358328,-0.333493463,0
-0.977456254,-1.107617308,0
0.926565316,-0.662811726,0
-1.052099977,0.06833389,0
-0.012165052,0.812182804,0
-2.540618628,0.710465406,0
-1.973564204,-0.43609224,0
-0.193496247,-1.281246223,0
0.068821772,-1.361858877,0
-2.587239521,1.390423427,0
-0.138406081,-0.22587506,0
-1.332697064,-0.031908401,0
-0.102612113,-0.218695155,0
0.690438023,-3.459402609,0
0.340469076,-1.321712813,0
-0.730000923,-0.098613349,0
-0.337847138,-0.815057248,0
-0.546284257,-1.642651553,0
-2.674198523,-0.058748601,0
-1.208743893,-0.368690933,0
-1.947357291,-1.118206509,0
-0.319615251,0.671250514,0
-0.767177889,1.177019747,0
-0.703684617,0.35037123,0
1.016975429,-1.727260562,0
-0.302521598,-1.188488627,0
-1.470539283,1.572813687,0
0.649507857,0.438898121,0
-1.965392061,0.881769124,0
0.014445143,1.341223594,0
0.245856291,0.006648928,0
-0.602588915,-0.598298123,0
-1.039478706,0.962214138,0
-1.670622312,-0.200411971,0
0.60284766,-1.04696928,0
0.448520267,-0.689116232,0
-0.998427555,-0.415837906,0
-1.219222155,-1.48384994,0
0.023611992,-1.29903986,0
-1.678819473,-0.746903581,0
-1.647558456,-2.044117015,0
-0.718796115,-0.657110504,0
-0.001389067,-0.399370207,0
0.865239411,-1.568892891,0
-0.502121607,0.825399714,0
-1.034070659,-0.320694049,0
-0.262995864,-1.22143632,0
0.343566216,-0.333185696,0
